cartodb_id,the_geom,number,borough,eachdate
1838,,36,MANHATTAN,2011-04-08
1839,,22,BROOKLYN,2011-04-08
1840,,3,BRONX,2011-04-09
1841,,4,QUEENS,2011-04-09
1842,,18,MANHATTAN,2011-04-09
1843,,1,STATEN ISLAND,2011-04-09
1844,,5,BROOKLYN,2011-04-09
1845,,1,QUEENS,2011-04-10
1846,,1,STATEN ISLAND,2011-04-10
1847,,4,BROOKLYN,2011-04-10
1848,,2,BRONX,2011-04-10
1849,,15,BRONX,2011-04-11
1850,,6,QUEENS,2011-04-11
1851,,18,BROOKLYN,2011-04-11
1852,,7,MANHATTAN,2011-04-11
1853,,47,QUEENS,2011-04-12
1854,,23,MANHATTAN,2011-04-12
1855,,31,BRONX,2011-04-12
1856,,30,BROOKLYN,2011-04-12
1857,,17,MANHATTAN,2011-04-13
1858,,11,QUEENS,2011-04-13
1859,,17,BRONX,2011-04-13
1860,,9,BROOKLYN,2011-04-13
1861,,9,QUEENS,2011-04-14
1862,,26,MANHATTAN,2011-04-14
1863,,1,STATEN ISLAND,2011-04-14
1864,,38,BROOKLYN,2011-04-14
1865,,31,BRONX,2011-04-14
1866,,20,BRONX,2011-04-15
1867,,61,BROOKLYN,2011-04-15
1868,,12,MANHATTAN,2011-04-15
1869,,2,STATEN ISLAND,2011-04-15
1870,,35,QUEENS,2011-04-15
1871,,1,BRONX,2011-04-16
1872,,1,MANHATTAN,2011-04-16
1873,,2,BROOKLYN,2011-04-16
1874,,6,MANHATTAN,2011-04-17
1875,,3,QUEENS,2011-04-17
1876,,13,BROOKLYN,2011-04-18
1877,,53,BRONX,2011-04-18
1878,,28,MANHATTAN,2011-04-18
1879,,3,QUEENS,2011-04-18
1880,,3,STATEN ISLAND,2011-04-19
1881,,28,BRONX,2011-04-19
1882,,45,QUEENS,2011-04-19
1883,,57,BROOKLYN,2011-04-19
1884,,22,MANHATTAN,2011-04-19
1885,,28,QUEENS,2011-04-20
1886,,2,STATEN ISLAND,2011-04-20
1887,,60,BRONX,2011-04-20
1888,,23,MANHATTAN,2011-04-20
1889,,24,BROOKLYN,2011-04-20
1890,,34,BROOKLYN,2011-04-21
1891,,17,MANHATTAN,2011-04-21
1892,,25,BRONX,2011-04-21
1893,,18,QUEENS,2011-04-21
1894,,44,BROOKLYN,2011-04-22
1895,,17,MANHATTAN,2011-04-22
1896,,10,BRONX,2011-04-22
1897,,31,QUEENS,2011-04-22
1898,,2,STATEN ISLAND,2011-04-22
1899,,2,BRONX,2011-04-23
1900,,4,BROOKLYN,2011-04-23
1901,,8,QUEENS,2011-04-23
1902,,5,MANHATTAN,2011-04-24
1903,,1,STATEN ISLAND,2011-04-24
1904,,2,QUEENS,2011-04-24
1905,,20,MANHATTAN,2011-04-25
1906,,4,STATEN ISLAND,2011-04-25
1907,,27,BROOKLYN,2011-04-25
1908,,15,BRONX,2011-04-25
1909,,20,QUEENS,2011-04-25
1910,,6,BROOKLYN,2011-04-26
1911,,2,STATEN ISLAND,2011-04-26
1912,,25,QUEENS,2011-04-26
1913,,20,MANHATTAN,2011-04-26
1914,,15,BRONX,2011-04-26
1915,,6,BRONX,2011-04-27
1916,,16,MANHATTAN,2011-04-27
1917,,2,STATEN ISLAND,2011-04-27
1918,,20,QUEENS,2011-04-27
1919,,6,BROOKLYN,2011-04-27
1920,,37,BROOKLYN,2011-04-28
1921,,17,MANHATTAN,2011-04-28
1922,,4,BRONX,2011-04-28
1923,,15,QUEENS,2011-04-28
1924,,1,STATEN ISLAND,2011-04-28
1925,,3,STATEN ISLAND,2011-04-29
1926,,4,BROOKLYN,2011-04-29
1927,,5,MANHATTAN,2011-04-29
1928,,7,QUEENS,2011-04-29
1929,,19,QUEENS,2011-04-30
1930,,4,BROOKLYN,2011-04-30
1931,,1,STATEN ISLAND,2011-04-30
1932,,2,BRONX,2011-04-30
1933,,5,MANHATTAN,2011-05-01
1934,,4,BROOKLYN,2011-05-01
1935,,2,QUEENS,2011-05-01
1936,,15,QUEENS,2011-05-02
1937,,14,MANHATTAN,2011-05-02
1938,,9,BRONX,2011-05-02
1939,,10,BROOKLYN,2011-05-02
1940,,33,QUEENS,2011-05-03
1941,,12,BRONX,2011-05-03
1942,,7,MANHATTAN,2011-05-03
1943,,23,BROOKLYN,2011-05-03
1944,,2,STATEN ISLAND,2011-05-03
1945,,98,MANHATTAN,2011-05-04
1946,,5,BRONX,2011-05-04
1947,,5,QUEENS,2011-05-04
1948,,16,BROOKLYN,2011-05-04
1949,,26,BRONX,2011-05-05
1950,,23,BROOKLYN,2011-05-05
1951,,37,QUEENS,2011-05-05
1952,,21,MANHATTAN,2011-05-05
1953,,20,BRONX,2011-05-06
1954,,22,BROOKLYN,2011-05-06
1955,,22,MANHATTAN,2011-05-06
1956,,10,QUEENS,2011-05-06
1957,,3,MANHATTAN,2011-05-07
1958,,7,BRONX,2011-05-07
1959,,10,BROOKLYN,2011-05-07
1960,,1,STATEN ISLAND,2011-05-08
1961,,1,QUEENS,2011-05-08
1962,,5,MANHATTAN,2011-05-08
1963,,3,BROOKLYN,2011-05-08
1964,,3,BRONX,2011-05-08
1965,,2,BRONX,2011-05-09
1966,,6,BROOKLYN,2011-05-09
1967,,14,QUEENS,2011-05-09
1968,,2,STATEN ISLAND,2011-05-10
1969,,1,QUEENS,2011-05-10
1970,,5,BROOKLYN,2011-05-10
1971,,5,MANHATTAN,2011-05-10
1972,,6,BRONX,2011-05-10
1973,,17,BRONX,2011-05-11
1974,,33,QUEENS,2011-05-11
1975,,37,MANHATTAN,2011-05-11
1976,,30,BROOKLYN,2011-05-11
1977,,2,STATEN ISLAND,2011-05-12
1978,,16,QUEENS,2011-05-12
1979,,26,MANHATTAN,2011-05-12
1980,,3,BRONX,2011-05-12
1981,,11,BROOKLYN,2011-05-12
1982,,54,MANHATTAN,2011-05-13
1983,,8,QUEENS,2011-05-13
1984,,15,BROOKLYN,2011-05-13
1985,,32,BRONX,2011-05-13
1986,,3,BRONX,2011-05-14
1987,,1,QUEENS,2011-05-14
1988,,2,MANHATTAN,2011-05-14
1989,,13,BROOKLYN,2011-05-14
1990,,4,BROOKLYN,2011-05-15
1991,,7,MANHATTAN,2011-05-15
1992,,2,BRONX,2011-05-15
1993,,15,MANHATTAN,2011-05-16
1994,,10,BRONX,2011-05-16
1995,,1,STATEN ISLAND,2011-05-16
1996,,46,QUEENS,2011-05-16
1997,,9,BROOKLYN,2011-05-16
1998,,3,STATEN ISLAND,2011-05-17
1999,,12,QUEENS,2011-05-17
2000,,36,BROOKLYN,2011-05-17
2001,,17,MANHATTAN,2011-05-17
2002,,17,BRONX,2011-05-17
2003,,13,BRONX,2011-05-18
2004,,14,BROOKLYN,2011-05-18
2005,,17,MANHATTAN,2011-05-18
2006,,20,QUEENS,2011-05-18
2007,,2,STATEN ISLAND,2011-05-19
2008,,10,QUEENS,2011-05-19
2009,,15,BROOKLYN,2011-05-19
2010,,54,MANHATTAN,2011-05-19
2011,,2,BRONX,2011-05-19
2012,,8,BROOKLYN,2011-05-20
2013,,2,BRONX,2011-05-20
2014,,4,MANHATTAN,2011-05-20
2015,,9,QUEENS,2011-05-20
2016,,18,QUEENS,2011-05-21
2017,,2,BROOKLYN,2011-05-21
2018,,11,MANHATTAN,2011-05-21
2019,,6,BROOKLYN,2011-05-22
2020,,1,QUEENS,2011-05-22
2021,,5,MANHATTAN,2011-05-22
2022,,3,BRONX,2011-05-22
2023,,1,STATEN ISLAND,2011-05-23
2024,,41,BROOKLYN,2011-05-23
2025,,3,BRONX,2011-05-23
2026,,3,MANHATTAN,2011-05-23
2027,,7,QUEENS,2011-05-23
2028,,1,STATEN ISLAND,2011-05-24
2029,,24,BROOKLYN,2011-05-24
2030,,2,MANHATTAN,2011-05-24
2031,,8,BRONX,2011-05-24
2032,,12,QUEENS,2011-05-24
2033,,25,BRONX,2011-05-25
2034,,22,QUEENS,2011-05-25
2035,,46,BROOKLYN,2011-05-25
2036,,5,MANHATTAN,2011-05-25
2037,,2,STATEN ISLAND,2011-05-25
2038,,15,BROOKLYN,2011-05-26
2039,,4,QUEENS,2011-05-26
2040,,10,MANHATTAN,2011-05-26
2041,,7,BRONX,2011-05-26
2042,,7,BRONX,2011-05-27
2043,,17,QUEENS,2011-05-27
2044,,12,BROOKLYN,2011-05-27
2045,,1,STATEN ISLAND,2011-05-27
2046,,26,MANHATTAN,2011-05-27
2047,,1,QUEENS,2011-05-28
2048,,2,BROOKLYN,2011-05-28
2049,,2,MANHATTAN,2011-05-28
2050,,2,BRONX,2011-05-29
2051,,4,MANHATTAN,2011-05-29
2052,,1,STATEN ISLAND,2011-05-29
2053,,3,BROOKLYN,2011-05-29
2054,,1,QUEENS,2011-05-30
2055,,4,BROOKLYN,2011-05-30
2056,,19,QUEENS,2011-05-31
2057,,2,MANHATTAN,2011-05-31
2058,,66,BRONX,2011-05-31
2059,,21,BROOKLYN,2011-05-31
2060,,13,BROOKLYN,2011-06-01
2061,,11,QUEENS,2011-06-01
2062,,1,STATEN ISLAND,2011-06-01
2063,,14,BRONX,2011-06-01
2064,,4,MANHATTAN,2011-06-01
2065,,1,STATEN ISLAND,2011-06-02
2066,,9,BRONX,2011-06-02
2067,,10,BROOKLYN,2011-06-02
2068,,7,QUEENS,2011-06-02
2069,,4,MANHATTAN,2011-06-02
2070,,3,BRONX,2011-06-03
2071,,1,STATEN ISLAND,2011-06-03
2072,,18,MANHATTAN,2011-06-03
2073,,8,BROOKLYN,2011-06-03
2074,,3,QUEENS,2011-06-03
2075,,49,MANHATTAN,2011-06-04
2076,,1,QUEENS,2011-06-04
2077,,2,BROOKLYN,2011-06-04
2078,,1,BRONX,2011-06-04
2079,,5,BROOKLYN,2011-06-05
2080,,1,STATEN ISLAND,2011-06-05
2081,,1,QUEENS,2011-06-05
2082,,2,MANHATTAN,2011-06-06
2083,,6,BRONX,2011-06-06
2084,,28,BROOKLYN,2011-06-06
2085,,19,QUEENS,2011-06-06
2086,,1,STATEN ISLAND,2011-06-06
2087,,6,QUEENS,2011-06-07
2088,,8,MANHATTAN,2011-06-07
2089,,2,STATEN ISLAND,2011-06-07
2090,,1,BRONX,2011-06-07
2091,,22,BROOKLYN,2011-06-07
2092,,5,QUEENS,2011-06-08
2093,,9,MANHATTAN,2011-06-08
2094,,2,BRONX,2011-06-08
2095,,20,BROOKLYN,2011-06-08
2096,,1,STATEN ISLAND,2011-06-08
2097,,24,QUEENS,2011-06-09
2098,,2,MANHATTAN,2011-06-09
2099,,17,BRONX,2011-06-09
2100,,6,BROOKLYN,2011-06-09
2101,,19,MANHATTAN,2011-06-10
2102,,2,BRONX,2011-06-10
2103,,25,BROOKLYN,2011-06-10
2104,,3,QUEENS,2011-06-10
2105,,3,MANHATTAN,2011-06-11
2106,,3,QUEENS,2011-06-11
2107,,3,BROOKLYN,2011-06-11
2108,,4,BROOKLYN,2011-06-12
2109,,2,BRONX,2011-06-12
2110,,6,MANHATTAN,2011-06-13
2111,,13,QUEENS,2011-06-13
2112,,5,BRONX,2011-06-13
2113,,9,BROOKLYN,2011-06-13
2114,,10,QUEENS,2011-06-14
2115,,2,BRONX,2011-06-14
2116,,22,MANHATTAN,2011-06-14
2117,,46,BROOKLYN,2011-06-14
2118,,8,QUEENS,2011-06-15
2119,,8,MANHATTAN,2011-06-15
2120,,8,BROOKLYN,2011-06-15
2121,,5,BRONX,2011-06-15
2122,,10,QUEENS,2011-06-16
2123,,20,BROOKLYN,2011-06-16
2124,,22,BRONX,2011-06-16
2125,,4,MANHATTAN,2011-06-16
2126,,1,STATEN ISLAND,2011-06-16
2127,,30,BRONX,2011-06-17
2128,,6,QUEENS,2011-06-17
2129,,5,MANHATTAN,2011-06-17
2130,,16,BROOKLYN,2011-06-17
2131,,3,BRONX,2011-06-18
2132,,11,BROOKLYN,2011-06-18
2133,,1,QUEENS,2011-06-19
2134,,1,BROOKLYN,2011-06-19
2135,,1,STATEN ISLAND,2011-06-19
2136,,21,BROOKLYN,2011-06-20
2137,,4,STATEN ISLAND,2011-06-20
2138,,5,QUEENS,2011-06-20
2139,,13,MANHATTAN,2011-06-20
2140,,6,BRONX,2011-06-20
2141,,7,QUEENS,2011-06-21
2142,,2,STATEN ISLAND,2011-06-21
2143,,3,BRONX,2011-06-21
2144,,22,BROOKLYN,2011-06-21
2145,,20,MANHATTAN,2011-06-21
2146,,4,QUEENS,2011-06-22
2147,,3,STATEN ISLAND,2011-06-22
2148,,12,MANHATTAN,2011-06-22
2149,,9,BROOKLYN,2011-06-22
2150,,6,BRONX,2011-06-22
2151,,1,BRONX,2011-06-23
2152,,12,BROOKLYN,2011-06-23
2153,,7,MANHATTAN,2011-06-23
2154,,4,QUEENS,2011-06-23
2155,,2,BRONX,2011-06-24
2156,,17,BROOKLYN,2011-06-24
2157,,31,MANHATTAN,2011-06-24
2158,,1,STATEN ISLAND,2011-06-24
2159,,2,QUEENS,2011-06-24
2160,,2,MANHATTAN,2011-06-25
2161,,4,BRONX,2011-06-25
2162,,1,BROOKLYN,2011-06-25
2163,,8,QUEENS,2011-06-25
2164,,3,QUEENS,2011-06-26
2165,,6,MANHATTAN,2011-06-26
2166,,4,BROOKLYN,2011-06-26
2167,,1,STATEN ISLAND,2011-06-26
2168,,2,BRONX,2011-06-27
2169,,19,MANHATTAN,2011-06-27
2170,,10,BROOKLYN,2011-06-27
2171,,2,STATEN ISLAND,2011-06-27
2172,,3,QUEENS,2011-06-27
2173,,46,QUEENS,2011-06-28
2174,,19,MANHATTAN,2011-06-28
2175,,7,BRONX,2011-06-28
2176,,22,BROOKLYN,2011-06-28
2177,,30,QUEENS,2011-06-29
2178,,1,STATEN ISLAND,2011-06-29
2179,,3,MANHATTAN,2011-06-29
2180,,7,BRONX,2011-06-29
2181,,12,BROOKLYN,2011-06-29
2182,,2,MANHATTAN,2011-06-30
2183,,9,BROOKLYN,2011-06-30
2184,,5,QUEENS,2011-06-30
2185,,2,BRONX,2011-06-30
2186,,4,QUEENS,2011-07-01
2187,,7,BROOKLYN,2011-07-01
2188,,7,BRONX,2011-07-01
2189,,8,MANHATTAN,2011-07-01
2190,,1,STATEN ISLAND,2011-07-01
2191,,11,MANHATTAN,2011-07-02
2192,,4,BROOKLYN,2011-07-02
2193,,1,BRONX,2011-07-03
2194,,3,BROOKLYN,2011-07-03
2195,,2,QUEENS,2011-07-04
2196,,2,MANHATTAN,2011-07-04
2197,,1,BRONX,2011-07-04
2198,,5,BROOKLYN,2011-07-05
2199,,1,STATEN ISLAND,2011-07-05
2200,,27,QUEENS,2011-07-05
2201,,24,BRONX,2011-07-05
2202,,2,MANHATTAN,2011-07-05
2203,,28,BRONX,2011-07-06
2204,,12,MANHATTAN,2011-07-06
2205,,1,STATEN ISLAND,2011-07-06
2206,,28,BROOKLYN,2011-07-06
2207,,63,QUEENS,2011-07-06
2208,,4,QUEENS,2011-07-07
2209,,6,MANHATTAN,2011-07-07
2210,,16,BRONX,2011-07-07
2211,,1,STATEN ISLAND,2011-07-07
2212,,14,BROOKLYN,2011-07-07
2213,,5,MANHATTAN,2011-07-08
2214,,2,STATEN ISLAND,2011-07-08
2215,,11,QUEENS,2011-07-08
2216,,25,BROOKLYN,2011-07-08
2217,,19,BRONX,2011-07-08
2218,,11,QUEENS,2011-07-09
2219,,4,MANHATTAN,2011-07-09
2220,,7,BROOKLYN,2011-07-09
2221,,2,BRONX,2011-07-09
2222,,1,STATEN ISLAND,2011-07-09
2223,,5,MANHATTAN,2011-07-10
2224,,3,QUEENS,2011-07-10
2225,,1,BROOKLYN,2011-07-10
2226,,1,BRONX,2011-07-10
2227,,25,BRONX,2011-07-11
2228,,25,MANHATTAN,2011-07-11
2229,,1,STATEN ISLAND,2011-07-11
2230,,37,BROOKLYN,2011-07-11
2231,,10,QUEENS,2011-07-11
2232,,19,BROOKLYN,2011-07-12
2233,,24,BRONX,2011-07-12
2234,,25,MANHATTAN,2011-07-12
2235,,19,QUEENS,2011-07-12
2236,,13,QUEENS,2011-07-13
2237,,15,MANHATTAN,2011-07-13
2238,,49,BRONX,2011-07-13
2239,,2,STATEN ISLAND,2011-07-13
2240,,15,BROOKLYN,2011-07-13
2241,,45,BRONX,2011-07-14
2242,,22,MANHATTAN,2011-07-14
2243,,1,STATEN ISLAND,2011-07-14
2244,,18,QUEENS,2011-07-14
2245,,18,BROOKLYN,2011-07-14
2246,,10,MANHATTAN,2011-07-15
2247,,29,BRONX,2011-07-15
2248,,36,QUEENS,2011-07-15
2249,,19,BROOKLYN,2011-07-15
2250,,8,BRONX,2011-07-16
2251,,5,BROOKLYN,2011-07-16
2252,,1,MANHATTAN,2011-07-16
2253,,9,QUEENS,2011-07-16
2254,,1,MANHATTAN,2011-07-17
2255,,2,BROOKLYN,2011-07-17
2256,,10,MANHATTAN,2011-07-18
2257,,20,BROOKLYN,2011-07-18
2258,,19,QUEENS,2011-07-18
2259,,35,BRONX,2011-07-18
2260,,22,QUEENS,2011-07-19
2261,,2,STATEN ISLAND,2011-07-19
2262,,25,BROOKLYN,2011-07-19
2263,,20,BRONX,2011-07-19
2264,,9,QUEENS,2011-07-20
2265,,27,BROOKLYN,2011-07-20
2266,,37,MANHATTAN,2011-07-20
2267,,2,STATEN ISLAND,2011-07-20
2268,,48,BRONX,2011-07-20
2269,,24,BRONX,2011-07-21
2270,,28,BROOKLYN,2011-07-21
2271,,14,QUEENS,2011-07-21
2272,,10,MANHATTAN,2011-07-21
2273,,23,BRONX,2011-07-22
2274,,17,BROOKLYN,2011-07-22
2275,,1,STATEN ISLAND,2011-07-22
2276,,11,QUEENS,2011-07-22
2277,,6,MANHATTAN,2011-07-22
2278,,4,BRONX,2011-07-23
2279,,15,QUEENS,2011-07-23
2280,,1,STATEN ISLAND,2011-07-23
2281,,1,MANHATTAN,2011-07-23
2282,,10,BROOKLYN,2011-07-23
2283,,2,MANHATTAN,2011-07-24
2284,,1,BROOKLYN,2011-07-24
2285,,1,QUEENS,2011-07-24
2286,,1,STATEN ISLAND,2011-07-25
2287,,14,QUEENS,2011-07-25
2288,,6,MANHATTAN,2011-07-25
2289,,10,BRONX,2011-07-25
2290,,9,BROOKLYN,2011-07-25
2291,,2,STATEN ISLAND,2011-07-26
2292,,2,MANHATTAN,2011-07-26
2293,,12,BRONX,2011-07-26
2294,,14,BROOKLYN,2011-07-26
2295,,20,QUEENS,2011-07-26
2296,,4,MANHATTAN,2011-07-27
2297,,14,BRONX,2011-07-27
2298,,12,QUEENS,2011-07-27
2299,,4,BROOKLYN,2011-07-27
2300,,38,QUEENS,2011-07-28
2301,,13,BROOKLYN,2011-07-28
2302,,8,MANHATTAN,2011-07-28
2303,,2,BRONX,2011-07-28
2304,,1,MANHATTAN,2011-07-29
2305,,51,QUEENS,2011-07-29
2306,,27,BRONX,2011-07-29
2307,,4,BROOKLYN,2011-07-29
2308,,4,QUEENS,2011-07-30
2309,,1,STATEN ISLAND,2011-07-30
2310,,3,BROOKLYN,2011-07-30
2311,,1,MANHATTAN,2011-07-30
2312,,1,MANHATTAN,2011-07-31
2313,,70,QUEENS,2011-07-31
2314,,4,MANHATTAN,2011-08-01
2315,,14,QUEENS,2011-08-01
2316,,12,BROOKLYN,2011-08-01
2317,,12,BRONX,2011-08-01
2318,,3,MANHATTAN,2011-08-02
2319,,29,QUEENS,2011-08-02
2320,,6,BRONX,2011-08-02
2321,,20,BROOKLYN,2011-08-02
2322,,1,STATEN ISLAND,2011-08-03
2323,,17,BROOKLYN,2011-08-03
2324,,11,MANHATTAN,2011-08-03
2325,,10,QUEENS,2011-08-03
2326,,16,BRONX,2011-08-03
2327,,21,BRONX,2011-08-04
2328,,3,QUEENS,2011-08-04
2329,,5,BROOKLYN,2011-08-04
2330,,19,MANHATTAN,2011-08-04
2331,,13,MANHATTAN,2011-08-05
2332,,7,QUEENS,2011-08-05
2333,,20,BROOKLYN,2011-08-05
2334,,15,BRONX,2011-08-05
2335,,4,BROOKLYN,2011-08-06
2336,,1,STATEN ISLAND,2011-08-06
2337,,3,BRONX,2011-08-06
2338,,1,QUEENS,2011-08-06
2339,,8,MANHATTAN,2011-08-06
2340,,2,QUEENS,2011-08-07
2341,,2,BROOKLYN,2011-08-07
2342,,4,MANHATTAN,2011-08-07
2343,,16,MANHATTAN,2011-08-08
2344,,8,QUEENS,2011-08-08
2345,,4,BRONX,2011-08-08
2346,,20,BROOKLYN,2011-08-08
2347,,9,QUEENS,2011-08-09
2348,,2,MANHATTAN,2011-08-09
2349,,12,BRONX,2011-08-09
2350,,28,BROOKLYN,2011-08-09
2351,,2,STATEN ISLAND,2011-08-10
2352,,14,BRONX,2011-08-10
2353,,23,BROOKLYN,2011-08-10
2354,,4,MANHATTAN,2011-08-10
2355,,6,QUEENS,2011-08-10
2356,,9,MANHATTAN,2011-08-11
2357,,80,QUEENS,2011-08-11
2358,,29,BRONX,2011-08-11
2359,,22,BROOKLYN,2011-08-11
2360,,1,STATEN ISLAND,2011-08-11
2361,,12,QUEENS,2011-08-12
2362,,7,MANHATTAN,2011-08-12
2363,,44,BRONX,2011-08-12
2364,,19,BROOKLYN,2011-08-12
2365,,2,MANHATTAN,2011-08-13
2366,,1,BROOKLYN,2011-08-13
2367,,6,QUEENS,2011-08-13
2368,,1,QUEENS,2011-08-14
2369,,2,BROOKLYN,2011-08-14
2370,,15,BROOKLYN,2011-08-15
2371,,4,MANHATTAN,2011-08-15
2372,,9,QUEENS,2011-08-15
2373,,34,BRONX,2011-08-15
2374,,13,QUEENS,2011-08-16
2375,,18,BROOKLYN,2011-08-16
2376,,12,BRONX,2011-08-16
2377,,6,STATEN ISLAND,2011-08-16
2378,,12,MANHATTAN,2011-08-16
2379,,14,QUEENS,2011-08-17
2380,,14,BRONX,2011-08-17
2381,,8,MANHATTAN,2011-08-17
2382,,29,BROOKLYN,2011-08-17
2383,,6,BRONX,2011-08-18
2384,,4,QUEENS,2011-08-18
2385,,3,MANHATTAN,2011-08-18
2386,,35,BROOKLYN,2011-08-18
2387,,5,MANHATTAN,2011-08-19
2388,,6,BRONX,2011-08-19
2389,,12,BROOKLYN,2011-08-19
2390,,9,QUEENS,2011-08-19
2391,,1,STATEN ISLAND,2011-08-19
2392,,5,QUEENS,2011-08-20
2393,,3,BROOKLYN,2011-08-20
2394,,1,MANHATTAN,2011-08-20
2395,,1,STATEN ISLAND,2011-08-21
2396,,2,BROOKLYN,2011-08-21
2397,,3,MANHATTAN,2011-08-21
2398,,3,QUEENS,2011-08-21
2399,,2,BRONX,2011-08-21
2400,,4,BROOKLYN,2011-08-22
2401,,5,QUEENS,2011-08-22
2402,,12,BRONX,2011-08-22
2403,,2,MANHATTAN,2011-08-22
2404,,2,MANHATTAN,2011-08-23
2405,,26,BRONX,2011-08-23
2406,,4,STATEN ISLAND,2011-08-23
2407,,13,BROOKLYN,2011-08-23
2408,,110,QUEENS,2011-08-23
2409,,7,BRONX,2011-08-24
2410,,28,BROOKLYN,2011-08-24
2411,,1,MANHATTAN,2011-08-24
2412,,3,QUEENS,2011-08-24
2413,,1,STATEN ISLAND,2011-08-24
2414,,17,BROOKLYN,2011-08-25
2415,,1,MANHATTAN,2011-08-25
2416,,11,BRONX,2011-08-25
2417,,1,STATEN ISLAND,2011-08-25
2418,,82,QUEENS,2011-08-25
2419,,3,BRONX,2011-08-26
2420,,5,QUEENS,2011-08-26
2421,,11,BROOKLYN,2011-08-26
2422,,3,MANHATTAN,2011-08-27
2423,,2,BROOKLYN,2011-08-27
2424,,2,BROOKLYN,2011-08-28
2425,,3,BRONX,2011-08-29
2426,,8,QUEENS,2011-08-29
2427,,4,MANHATTAN,2011-08-29
2428,,6,BROOKLYN,2011-08-29
2429,,2,MANHATTAN,2011-08-30
2430,,2,BRONX,2011-08-30
2431,,1,STATEN ISLAND,2011-08-30
2432,,24,QUEENS,2011-08-30
2433,,9,BROOKLYN,2011-08-30
2434,,1,STATEN ISLAND,2011-08-31
2435,,3,BRONX,2011-08-31
2436,,53,QUEENS,2011-08-31
2437,,7,BROOKLYN,2011-08-31
2438,,1,MANHATTAN,2011-08-31
2439,,8,BROOKLYN,2011-09-01
2440,,1,STATEN ISLAND,2011-09-01
2441,,52,QUEENS,2011-09-01
2442,,36,MANHATTAN,2011-09-01
2443,,25,BRONX,2011-09-01
2444,,13,BRONX,2011-09-02
2445,,56,QUEENS,2011-09-02
2446,,16,BROOKLYN,2011-09-02
2447,,13,BROOKLYN,2011-09-03
2448,,5,MANHATTAN,2011-09-03
2449,,9,QUEENS,2011-09-03
2450,,4,QUEENS,2011-09-04
2451,,1,BRONX,2011-09-04
2452,,3,BROOKLYN,2011-09-05
2453,,17,QUEENS,2011-09-05
2454,,1,MANHATTAN,2011-09-05
2455,,10,BRONX,2011-09-06
2456,,11,MANHATTAN,2011-09-06
2457,,8,QUEENS,2011-09-06
2458,,45,BROOKLYN,2011-09-06
2459,,4,MANHATTAN,2011-09-07
2460,,4,QUEENS,2011-09-07
2461,,23,BROOKLYN,2011-09-07
2462,,6,BRONX,2011-09-07
2463,,31,BROOKLYN,2011-09-08
2464,,2,MANHATTAN,2011-09-08
2465,,13,QUEENS,2011-09-08
2466,,8,BRONX,2011-09-08
2467,,8,STATEN ISLAND,2011-09-08
2468,,12,QUEENS,2011-09-09
2469,,16,BRONX,2011-09-09
2470,,23,BROOKLYN,2011-09-09
2471,,2,MANHATTAN,2011-09-09
2472,,2,QUEENS,2011-09-10
2473,,2,STATEN ISLAND,2011-09-10
2474,,7,BROOKLYN,2011-09-10
2475,,2,BRONX,2011-09-10
2476,,3,MANHATTAN,2011-09-11
2477,,3,BROOKLYN,2011-09-11
2478,,8,QUEENS,2011-09-12
2479,,4,BRONX,2011-09-12
2480,,19,BROOKLYN,2011-09-12
2481,,4,MANHATTAN,2011-09-12
2482,,26,BRONX,2011-09-13
2483,,4,MANHATTAN,2011-09-13
2484,,15,BROOKLYN,2011-09-13
2485,,15,QUEENS,2011-09-13
2486,,1,STATEN ISLAND,2011-09-13
2487,,15,BRONX,2011-09-14
2488,,15,BROOKLYN,2011-09-14
2489,,1,STATEN ISLAND,2011-09-14
2490,,7,QUEENS,2011-09-14
2491,,2,MANHATTAN,2011-09-14
2492,,26,QUEENS,2011-09-15
2493,,3,STATEN ISLAND,2011-09-15
2494,,3,MANHATTAN,2011-09-15
2495,,21,BRONX,2011-09-15
2496,,42,BROOKLYN,2011-09-15
2497,,23,BRONX,2011-09-16
2498,,14,QUEENS,2011-09-16
2499,,3,MANHATTAN,2011-09-16
2500,,23,BROOKLYN,2011-09-16
2501,,2,MANHATTAN,2011-09-17
2502,,3,BRONX,2011-09-17
2503,,5,BROOKLYN,2011-09-17
2504,,8,QUEENS,2011-09-17
2505,,3,BROOKLYN,2011-09-18
2506,,2,QUEENS,2011-09-18
2507,,3,MANHATTAN,2011-09-18
2508,,13,BROOKLYN,2011-09-19
2509,,6,BRONX,2011-09-19
2510,,12,MANHATTAN,2011-09-19
2511,,23,QUEENS,2011-09-19
2512,,14,QUEENS,2011-09-20
2513,,34,BROOKLYN,2011-09-20
2514,,1,STATEN ISLAND,2011-09-20
2515,,3,MANHATTAN,2011-09-20
2516,,7,BRONX,2011-09-20
2517,,4,MANHATTAN,2011-09-21
2518,,13,BROOKLYN,2011-09-21
2519,,17,BRONX,2011-09-21
2520,,6,QUEENS,2011-09-21
2521,,13,BRONX,2011-09-22
2522,,4,MANHATTAN,2011-09-22
2523,,20,BROOKLYN,2011-09-22
2524,,8,QUEENS,2011-09-22
2525,,1,MANHATTAN,2011-09-23
2526,,17,BROOKLYN,2011-09-23
2527,,8,BRONX,2011-09-23
2528,,8,QUEENS,2011-09-23
2529,,3,QUEENS,2011-09-24
2530,,1,BRONX,2011-09-24
