cartodb_id,the_geom,number,borough,eachdate
4080,,3,BRONX,2012-10-19
4081,,3,QUEENS,2012-10-19
4082,,7,BRONX,2012-10-20
4083,,1,MANHATTAN,2012-10-20
4084,,2,QUEENS,2012-10-20
4085,,1,BROOKLYN,2012-10-20
4086,,18,MANHATTAN,2012-10-21
4087,,1,STATEN ISLAND,2012-10-21
4088,,1,QUEENS,2012-10-21
4089,,5,BROOKLYN,2012-10-21
4090,,24,QUEENS,2012-10-22
4091,,2,BRONX,2012-10-22
4092,,1,STATEN ISLAND,2012-10-22
4093,,8,BROOKLYN,2012-10-22
4094,,19,QUEENS,2012-10-23
4095,,2,MANHATTAN,2012-10-23
4096,,39,BROOKLYN,2012-10-23
4097,,4,BRONX,2012-10-23
4098,,2,STATEN ISLAND,2012-10-23
4099,,21,QUEENS,2012-10-24
4100,,25,BROOKLYN,2012-10-24
4101,,14,BROOKLYN,2012-10-25
4102,,7,BRONX,2012-10-25
4103,,3,STATEN ISLAND,2012-10-25
4104,,8,QUEENS,2012-10-25
4105,,4,MANHATTAN,2012-10-25
4106,,1,STATEN ISLAND,2012-10-26
4107,,7,QUEENS,2012-10-26
4108,,37,BROOKLYN,2012-10-26
4109,,5,BROOKLYN,2012-10-27
4110,,2,QUEENS,2012-10-27
4111,,2,MANHATTAN,2012-10-27
4112,,1,BROOKLYN,2012-10-28
4113,,16,MANHATTAN,2012-10-28
4114,,1,QUEENS,2012-10-28
4115,,6,STATEN ISLAND,2012-10-28
4116,,3,BROOKLYN,2012-10-29
4117,,5,QUEENS,2012-10-29
4118,,126,MANHATTAN,2012-10-29
4119,,1,QUEENS,2012-10-30
4120,,1,BROOKLYN,2012-10-30
4121,,7,BRONX,2012-10-31
4122,,1,QUEENS,2012-10-31
4123,,3,BROOKLYN,2012-10-31
4124,,1,BROOKLYN,2012-11-01
4125,,8,BRONX,2012-11-01
4126,,2,MANHATTAN,2012-11-01
4127,,2,QUEENS,2012-11-01
4128,,2,BROOKLYN,2012-11-02
4129,,3,QUEENS,2012-11-02
4130,,1,BROOKLYN,2012-11-03
4131,,1,MANHATTAN,2012-11-04
4132,,1,BROOKLYN,2012-11-04
4133,,1,BROOKLYN,2012-11-05
4134,,5,QUEENS,2012-11-05
4135,,5,MANHATTAN,2012-11-05
4136,,1,BRONX,2012-11-05
4137,,3,BROOKLYN,2012-11-06
4138,,1,MANHATTAN,2012-11-06
4139,,4,MANHATTAN,2012-11-07
4140,,5,QUEENS,2012-11-07
4141,,6,BROOKLYN,2012-11-07
4142,,1,STATEN ISLAND,2012-11-07
4143,,1,QUEENS,2012-11-08
4144,,1,MANHATTAN,2012-11-08
4145,,6,BROOKLYN,2012-11-08
4146,,6,MANHATTAN,2012-11-09
4147,,17,BROOKLYN,2012-11-09
4148,,1,MANHATTAN,2012-11-10
4149,,1,STATEN ISLAND,2012-11-10
4150,,5,BROOKLYN,2012-11-10
4151,,4,BROOKLYN,2012-11-11
4152,,22,MANHATTAN,2012-11-11
4153,,6,BROOKLYN,2012-11-12
4154,,3,QUEENS,2012-11-12
4155,,5,MANHATTAN,2012-11-12
4156,,2,BRONX,2012-11-13
4157,,8,QUEENS,2012-11-13
4158,,1,STATEN ISLAND,2012-11-13
4159,,11,BROOKLYN,2012-11-13
4160,,10,MANHATTAN,2012-11-13
4161,,1,MANHATTAN,2012-11-14
4162,,5,BRONX,2012-11-14
4163,,8,QUEENS,2012-11-14
4164,,6,BROOKLYN,2012-11-14
4165,,9,BROOKLYN,2012-11-15
4166,,25,BRONX,2012-11-15
4167,,5,QUEENS,2012-11-15
4168,,6,MANHATTAN,2012-11-15
4169,,34,QUEENS,2012-11-16
4170,,4,BROOKLYN,2012-11-16
4171,,6,BRONX,2012-11-16
4172,,1,BROOKLYN,2012-11-17
4173,,1,STATEN ISLAND,2012-11-17
4174,,34,MANHATTAN,2012-11-18
4175,,3,BROOKLYN,2012-11-18
4176,,6,BRONX,2012-11-18
4177,,23,QUEENS,2012-11-18
4178,,1,MANHATTAN,2012-11-19
4179,,8,BROOKLYN,2012-11-19
4180,,31,BRONX,2012-11-19
4181,,6,QUEENS,2012-11-19
4182,,1,STATEN ISLAND,2012-11-19
4183,,2,MANHATTAN,2012-11-20
4184,,5,BROOKLYN,2012-11-20
4185,,6,QUEENS,2012-11-20
4186,,16,BRONX,2012-11-20
4187,,3,BROOKLYN,2012-11-21
4188,,2,MANHATTAN,2012-11-21
4189,,18,BRONX,2012-11-21
4190,,9,QUEENS,2012-11-21
4191,,4,BROOKLYN,2012-11-22
4192,,1,STATEN ISLAND,2012-11-23
4193,,7,BROOKLYN,2012-11-23
4194,,1,BRONX,2012-11-23
4195,,2,MANHATTAN,2012-11-23
4196,,1,QUEENS,2012-11-24
4197,,1,BRONX,2012-11-24
4198,,2,BROOKLYN,2012-11-24
4199,,1,QUEENS,2012-11-25
4200,,1,BRONX,2012-11-25
4201,,4,BROOKLYN,2012-11-25
4202,,9,MANHATTAN,2012-11-25
4203,,2,QUEENS,2012-11-26
4204,,11,BRONX,2012-11-26
4205,,19,BROOKLYN,2012-11-26
4206,,6,MANHATTAN,2012-11-26
4207,,23,BRONX,2012-11-27
4208,,1,STATEN ISLAND,2012-11-27
4209,,16,QUEENS,2012-11-27
4210,,6,BROOKLYN,2012-11-27
4211,,3,MANHATTAN,2012-11-27
4212,,5,BRONX,2012-11-28
4213,,1,BROOKLYN,2012-11-28
4214,,3,QUEENS,2012-11-28
4215,,2,MANHATTAN,2012-11-29
4216,,3,BRONX,2012-11-29
4217,,5,BROOKLYN,2012-11-29
4218,,15,BROOKLYN,2012-11-30
4219,,1,MANHATTAN,2012-11-30
4220,,2,QUEENS,2012-12-01
4221,,1,BROOKLYN,2012-12-01
4222,,5,QUEENS,2012-12-02
4223,,2,BROOKLYN,2012-12-02
4224,,6,MANHATTAN,2012-12-02
4225,,4,BROOKLYN,2012-12-03
4226,,65,BRONX,2012-12-03
4227,,38,QUEENS,2012-12-03
4228,,4,MANHATTAN,2012-12-03
4229,,20,QUEENS,2012-12-04
4230,,2,MANHATTAN,2012-12-04
4231,,5,BROOKLYN,2012-12-04
4232,,1,STATEN ISLAND,2012-12-04
4233,,3,BRONX,2012-12-04
4234,,2,BRONX,2012-12-05
4235,,1,MANHATTAN,2012-12-05
4236,,1,QUEENS,2012-12-05
4237,,7,BROOKLYN,2012-12-05
4238,,9,MANHATTAN,2012-12-06
4239,,29,BRONX,2012-12-06
4240,,3,BROOKLYN,2012-12-06
4241,,15,QUEENS,2012-12-06
4242,,45,QUEENS,2012-12-07
4243,,19,MANHATTAN,2012-12-07
4244,,1,STATEN ISLAND,2012-12-07
4245,,126,BROOKLYN,2012-12-07
4246,,17,BRONX,2012-12-07
4247,,1,MANHATTAN,2012-12-08
4248,,3,BROOKLYN,2012-12-08
4249,,6,MANHATTAN,2012-12-09
4250,,2,QUEENS,2012-12-09
4251,,5,BROOKLYN,2012-12-09
4252,,20,BROOKLYN,2012-12-10
4253,,36,BRONX,2012-12-10
4254,,3,MANHATTAN,2012-12-10
4255,,11,QUEENS,2012-12-10
4256,,3,BRONX,2012-12-11
4257,,4,MANHATTAN,2012-12-11
4258,,5,QUEENS,2012-12-11
4259,,29,BROOKLYN,2012-12-11
4260,,36,BROOKLYN,2012-12-12
4261,,1,MANHATTAN,2012-12-12
4262,,65,BRONX,2012-12-12
4263,,5,QUEENS,2012-12-12
4264,,18,BROOKLYN,2012-12-13
4265,,57,BRONX,2012-12-13
4266,,4,MANHATTAN,2012-12-13
4267,,4,QUEENS,2012-12-13
4268,,1,STATEN ISLAND,2012-12-13
4269,,3,MANHATTAN,2012-12-14
4270,,9,BRONX,2012-12-14
4271,,29,BROOKLYN,2012-12-14
4272,,1,QUEENS,2012-12-14
4273,,5,MANHATTAN,2012-12-15
4274,,2,QUEENS,2012-12-15
4275,,1,BRONX,2012-12-16
4276,,5,QUEENS,2012-12-16
4277,,2,BROOKLYN,2012-12-16
4278,,2,MANHATTAN,2012-12-16
4279,,1,BRONX,2012-12-17
4280,,3,MANHATTAN,2012-12-17
4281,,8,QUEENS,2012-12-17
4282,,9,BROOKLYN,2012-12-17
4283,,30,BROOKLYN,2012-12-18
4284,,18,BRONX,2012-12-18
4285,,10,QUEENS,2012-12-18
4286,,69,BRONX,2012-12-19
4287,,27,MANHATTAN,2012-12-19
4288,,6,STATEN ISLAND,2012-12-19
4289,,20,BROOKLYN,2012-12-19
4290,,12,QUEENS,2012-12-19
4291,,1,MANHATTAN,2012-12-20
4292,,17,BROOKLYN,2012-12-20
4293,,6,QUEENS,2012-12-20
4294,,2,STATEN ISLAND,2012-12-20
4295,,7,BRONX,2012-12-20
4296,,3,MANHATTAN,2012-12-21
4297,,1,STATEN ISLAND,2012-12-21
4298,,2,BRONX,2012-12-21
4299,,14,QUEENS,2012-12-21
4300,,58,BROOKLYN,2012-12-21
4301,,1,BRONX,2012-12-22
4302,,7,BROOKLYN,2012-12-22
4303,,3,STATEN ISLAND,2012-12-22
4304,,1,MANHATTAN,2012-12-22
4305,,1,QUEENS,2012-12-23
4306,,1,STATEN ISLAND,2012-12-23
4307,,2,BROOKLYN,2012-12-23
4308,,1,BRONX,2012-12-23
4309,,2,MANHATTAN,2012-12-24
4310,,10,QUEENS,2012-12-24
4311,,1,STATEN ISLAND,2012-12-24
4312,,2,BROOKLYN,2012-12-24
4313,,15,QUEENS,2012-12-26
4314,,2,MANHATTAN,2012-12-26
4315,,2,STATEN ISLAND,2012-12-26
4316,,10,BRONX,2012-12-26
4317,,6,BROOKLYN,2012-12-26
4318,,3,BRONX,2012-12-27
4319,,2,QUEENS,2012-12-27
4320,,16,BROOKLYN,2012-12-27
4321,,1,MANHATTAN,2012-12-27
4322,,25,QUEENS,2012-12-28
4323,,2,BROOKLYN,2012-12-28
4324,,5,MANHATTAN,2012-12-28
4325,,1,BRONX,2012-12-28
4326,,2,STATEN ISLAND,2012-12-28
4327,,2,BROOKLYN,2012-12-29
4328,,1,BRONX,2012-12-29
4329,,1,MANHATTAN,2012-12-29
4330,,2,QUEENS,2012-12-29
4331,,11,MANHATTAN,2012-12-30
4332,,2,BROOKLYN,2012-12-30
4333,,1,QUEENS,2012-12-31
4334,,2,BRONX,2012-12-31
4335,,1,STATEN ISLAND,2012-12-31
4336,,4,MANHATTAN,2012-12-31
4337,,1,BRONX,2013-01-01
4338,,1,QUEENS,2013-01-01
4339,,5,BROOKLYN,2013-01-01
4340,,31,BROOKLYN,2013-01-02
4341,,31,QUEENS,2013-01-02
4342,,4,MANHATTAN,2013-01-02
4343,,23,BRONX,2013-01-02
4344,,14,MANHATTAN,2013-01-03
4345,,22,BROOKLYN,2013-01-03
4346,,4,BRONX,2013-01-03
4347,,3,STATEN ISLAND,2013-01-03
4348,,13,QUEENS,2013-01-03
4349,,11,QUEENS,2013-01-04
4350,,43,BROOKLYN,2013-01-04
4351,,5,MANHATTAN,2013-01-04
4352,,17,BRONX,2013-01-04
4353,,1,STATEN ISLAND,2013-01-04
4354,,1,BRONX,2013-01-05
4355,,12,MANHATTAN,2013-01-05
4356,,1,QUEENS,2013-01-05
4357,,2,BROOKLYN,2013-01-05
4358,,4,MANHATTAN,2013-01-06
4359,,1,BROOKLYN,2013-01-06
4360,,2,BRONX,2013-01-06
4361,,10,MANHATTAN,2013-01-07
4362,,108,BROOKLYN,2013-01-07
4363,,7,QUEENS,2013-01-07
4364,,7,BRONX,2013-01-07
4365,,20,BROOKLYN,2013-01-08
4366,,3,QUEENS,2013-01-08
4367,,24,STATEN ISLAND,2013-01-08
4368,,2,BRONX,2013-01-08
4369,,4,MANHATTAN,2013-01-08
4370,,7,STATEN ISLAND,2013-01-09
4371,,3,BRONX,2013-01-09
4372,,2,MANHATTAN,2013-01-09
4373,,2,QUEENS,2013-01-09
4374,,43,BROOKLYN,2013-01-09
4375,,21,QUEENS,2013-01-10
4376,,16,BRONX,2013-01-10
4377,,8,MANHATTAN,2013-01-10
4378,,15,BROOKLYN,2013-01-10
4379,,5,STATEN ISLAND,2013-01-11
4380,,8,QUEENS,2013-01-11
4381,,2,MANHATTAN,2013-01-11
4382,,9,BRONX,2013-01-11
4383,,37,BROOKLYN,2013-01-11
4384,,7,BROOKLYN,2013-01-12
4385,,2,MANHATTAN,2013-01-12
4386,,3,BRONX,2013-01-12
4387,,2,QUEENS,2013-01-13
4388,,4,BROOKLYN,2013-01-13
4389,,3,BRONX,2013-01-13
4390,,7,MANHATTAN,2013-01-13
4391,,5,STATEN ISLAND,2013-01-13
4392,,4,BRONX,2013-01-14
4393,,19,QUEENS,2013-01-14
4394,,10,BROOKLYN,2013-01-14
4395,,4,STATEN ISLAND,2013-01-14
4396,,10,MANHATTAN,2013-01-14
4397,,28,MANHATTAN,2013-01-15
4398,,4,QUEENS,2013-01-15
4399,,5,BROOKLYN,2013-01-15
4400,,1,STATEN ISLAND,2013-01-15
4401,,9,BRONX,2013-01-15
4402,,2,QUEENS,2013-01-16
4403,,4,BROOKLYN,2013-01-16
4404,,18,MANHATTAN,2013-01-16
4405,,19,BRONX,2013-01-16
4406,,12,MANHATTAN,2013-01-17
4407,,24,BROOKLYN,2013-01-17
4408,,7,QUEENS,2013-01-17
4409,,23,BRONX,2013-01-17
4410,,18,BRONX,2013-01-18
4411,,11,MANHATTAN,2013-01-18
4412,,8,QUEENS,2013-01-18
4413,,3,BROOKLYN,2013-01-18
4414,,2,QUEENS,2013-01-19
4415,,3,BROOKLYN,2013-01-19
4416,,4,BRONX,2013-01-19
4417,,1,QUEENS,2013-01-20
4418,,1,STATEN ISLAND,2013-01-20
4419,,7,MANHATTAN,2013-01-20
4420,,1,BRONX,2013-01-21
4421,,3,BROOKLYN,2013-01-21
4422,,2,QUEENS,2013-01-21
4423,,5,MANHATTAN,2013-01-21
4424,,39,MANHATTAN,2013-01-22
4425,,13,BRONX,2013-01-22
4426,,4,QUEENS,2013-01-22
4427,,44,BROOKLYN,2013-01-22
4428,,3,MANHATTAN,2013-01-23
4429,,2,BROOKLYN,2013-01-23
4430,,13,BRONX,2013-01-23
4431,,2,QUEENS,2013-01-23
4432,,1,STATEN ISLAND,2013-01-23
4433,,44,BROOKLYN,2013-01-24
4434,,13,BRONX,2013-01-24
4435,,3,QUEENS,2013-01-24
4436,,2,MANHATTAN,2013-01-24
4437,,1,MANHATTAN,2013-01-25
4438,,1,QUEENS,2013-01-25
4439,,4,BRONX,2013-01-25
4440,,4,BROOKLYN,2013-01-25
4441,,1,BRONX,2013-01-26
4442,,2,BROOKLYN,2013-01-26
4443,,2,STATEN ISLAND,2013-01-26
4444,,2,BRONX,2013-01-27
4445,,4,STATEN ISLAND,2013-01-27
4446,,5,QUEENS,2013-01-27
4447,,1,BROOKLYN,2013-01-27
4448,,6,MANHATTAN,2013-01-27
4449,,1,BRONX,2013-01-28
4450,,2,QUEENS,2013-01-28
4451,,5,BROOKLYN,2013-01-28
4452,,1,MANHATTAN,2013-01-28
4453,,2,BRONX,2013-01-29
4454,,9,BROOKLYN,2013-01-29
4455,,1,QUEENS,2013-01-29
4456,,2,MANHATTAN,2013-01-29
4457,,2,STATEN ISLAND,2013-01-30
4458,,1,MANHATTAN,2013-01-30
4459,,11,BROOKLYN,2013-01-30
4460,,2,BRONX,2013-01-30
4461,,3,QUEENS,2013-01-30
4462,,13,MANHATTAN,2013-01-31
4463,,5,QUEENS,2013-01-31
4464,,31,BROOKLYN,2013-01-31
4465,,67,BRONX,2013-01-31
4466,,32,BRONX,2013-02-01
4467,,2,MANHATTAN,2013-02-01
4468,,10,BROOKLYN,2013-02-01
4469,,2,QUEENS,2013-02-01
4470,,1,BRONX,2013-02-02
4471,,3,BROOKLYN,2013-02-02
4472,,6,MANHATTAN,2013-02-03
4473,,1,BRONX,2013-02-03
4474,,2,QUEENS,2013-02-03
4475,,4,BROOKLYN,2013-02-03
4476,,9,BROOKLYN,2013-02-04
4477,,60,MANHATTAN,2013-02-04
4478,,10,QUEENS,2013-02-04
4479,,1,BRONX,2013-02-04
4480,,1,QUEENS,2013-02-05
4481,,122,MANHATTAN,2013-02-05
4482,,6,BRONX,2013-02-05
4483,,5,BROOKLYN,2013-02-05
4484,,5,STATEN ISLAND,2013-02-05
4485,,1,STATEN ISLAND,2013-02-06
4486,,22,BRONX,2013-02-06
4487,,3,BROOKLYN,2013-02-06
4488,,9,QUEENS,2013-02-06
4489,,14,MANHATTAN,2013-02-06
4490,,14,BROOKLYN,2013-02-07
4491,,45,BRONX,2013-02-07
4492,,11,MANHATTAN,2013-02-07
4493,,5,QUEENS,2013-02-07
4494,,4,BRONX,2013-02-08
4495,,14,QUEENS,2013-02-08
4496,,24,MANHATTAN,2013-02-08
4497,,3,BROOKLYN,2013-02-08
4498,,3,BRONX,2013-02-09
4499,,1,QUEENS,2013-02-09
4500,,3,BROOKLYN,2013-02-09
4501,,2,MANHATTAN,2013-02-09
4502,,6,QUEENS,2013-02-10
4503,,1,BROOKLYN,2013-02-10
4504,,3,MANHATTAN,2013-02-10
4505,,1,STATEN ISLAND,2013-02-10
4506,,5,QUEENS,2013-02-11
4507,,19,BROOKLYN,2013-02-11
4508,,6,MANHATTAN,2013-02-11
4509,,46,BRONX,2013-02-11
4510,,60,MANHATTAN,2013-02-12
4511,,17,BROOKLYN,2013-02-12
4512,,3,QUEENS,2013-02-12
4513,,8,BRONX,2013-02-12
4514,,6,MANHATTAN,2013-02-13
4515,,36,BROOKLYN,2013-02-13
4516,,22,BRONX,2013-02-13
4517,,1,QUEENS,2013-02-13
4518,,1,STATEN ISLAND,2013-02-14
4519,,10,QUEENS,2013-02-14
4520,,11,BRONX,2013-02-14
4521,,17,BROOKLYN,2013-02-14
4522,,64,MANHATTAN,2013-02-14
4523,,17,BROOKLYN,2013-02-15
4524,,6,QUEENS,2013-02-15
4525,,10,MANHATTAN,2013-02-15
4526,,20,BRONX,2013-02-15
4527,,9,QUEENS,2013-02-16
4528,,11,BROOKLYN,2013-02-16
4529,,2,BRONX,2013-02-16
4530,,1,BROOKLYN,2013-02-17
4531,,7,MANHATTAN,2013-02-17
4532,,2,BROOKLYN,2013-02-18
4533,,4,BRONX,2013-02-18
4534,,1,STATEN ISLAND,2013-02-18
4535,,1,MANHATTAN,2013-02-18
4536,,6,QUEENS,2013-02-18
4537,,33,BRONX,2013-02-19
4538,,21,BROOKLYN,2013-02-19
4539,,5,STATEN ISLAND,2013-02-19
4540,,3,QUEENS,2013-02-19
4541,,3,MANHATTAN,2013-02-19
4542,,33,BRONX,2013-02-20
4543,,25,BROOKLYN,2013-02-20
4544,,4,MANHATTAN,2013-02-20
4545,,26,QUEENS,2013-02-20
4546,,4,STATEN ISLAND,2013-02-21
4547,,26,BRONX,2013-02-21
4548,,24,MANHATTAN,2013-02-21
4549,,9,QUEENS,2013-02-21
4550,,29,BROOKLYN,2013-02-21
4551,,2,MANHATTAN,2013-02-22
4552,,4,STATEN ISLAND,2013-02-22
4553,,10,QUEENS,2013-02-22
4554,,31,BROOKLYN,2013-02-22
4555,,84,BRONX,2013-02-22
4556,,1,BROOKLYN,2013-02-23
4557,,19,BRONX,2013-02-23
4558,,7,MANHATTAN,2013-02-23
4559,,2,STATEN ISLAND,2013-02-23
4560,,2,QUEENS,2013-02-24
4561,,2,MANHATTAN,2013-02-24
4562,,5,BRONX,2013-02-24
4563,,3,BROOKLYN,2013-02-24
4564,,6,BRONX,2013-02-25
4565,,6,QUEENS,2013-02-25
4566,,9,BROOKLYN,2013-02-25
4567,,11,MANHATTAN,2013-02-25
4568,,25,MANHATTAN,2013-02-26
4569,,13,BROOKLYN,2013-02-26
4570,,8,BRONX,2013-02-26
4571,,12,QUEENS,2013-02-26
4572,,5,QUEENS,2013-02-27
4573,,4,MANHATTAN,2013-02-27
4574,,6,BRONX,2013-02-27
4575,,9,BROOKLYN,2013-02-27
4576,,2,BRONX,2013-02-28
4577,,4,MANHATTAN,2013-02-28
4578,,5,BROOKLYN,2013-02-28
4579,,9,QUEENS,2013-02-28
4580,,2,QUEENS,2013-03-01
4581,,18,BROOKLYN,2013-03-01
4582,,3,MANHATTAN,2013-03-01
4583,,17,BRONX,2013-03-01
4584,,1,STATEN ISLAND,2013-03-02
4585,,1,MANHATTAN,2013-03-02
4586,,1,QUEENS,2013-03-02
4587,,1,QUEENS,2013-03-03
4588,,3,MANHATTAN,2013-03-03
4589,,5,BROOKLYN,2013-03-03
4590,,21,QUEENS,2013-03-04
4591,,9,MANHATTAN,2013-03-04
4592,,6,BROOKLYN,2013-03-04
4593,,6,BRONX,2013-03-04
4594,,4,MANHATTAN,2013-03-05
4595,,69,QUEENS,2013-03-05
4596,,11,BRONX,2013-03-05
4597,,56,BROOKLYN,2013-03-05
4598,,3,STATEN ISLAND,2013-03-05
4599,,48,BROOKLYN,2013-03-06
4600,,25,BRONX,2013-03-06
4601,,24,QUEENS,2013-03-06
4602,,35,MANHATTAN,2013-03-06
4603,,5,STATEN ISLAND,2013-03-06
4604,,34,BROOKLYN,2013-03-07
4605,,4,QUEENS,2013-03-07
4606,,12,MANHATTAN,2013-03-07
4607,,88,BRONX,2013-03-07
4608,,22,BRONX,2013-03-08
4609,,15,BROOKLYN,2013-03-08
4610,,4,QUEENS,2013-03-08
4611,,4,MANHATTAN,2013-03-08
4612,,1,STATEN ISLAND,2013-03-08
4613,,27,BROOKLYN,2013-03-09
4614,,1,QUEENS,2013-03-09
4615,,1,BRONX,2013-03-09
4616,,1,STATEN ISLAND,2013-03-10
4617,,2,QUEENS,2013-03-10
4618,,2,BROOKLYN,2013-03-10
4619,,6,MANHATTAN,2013-03-10
4620,,12,BRONX,2013-03-11
4621,,32,BROOKLYN,2013-03-11
4622,,8,QUEENS,2013-03-11
4623,,62,MANHATTAN,2013-03-11
4624,,4,BRONX,2013-03-12
4625,,1,STATEN ISLAND,2013-03-12
4626,,2,MANHATTAN,2013-03-12
4627,,30,BROOKLYN,2013-03-12
4628,,35,QUEENS,2013-03-12
4629,,20,MANHATTAN,2013-03-13
4630,,23,BRONX,2013-03-13
4631,,7,QUEENS,2013-03-13
4632,,21,BROOKLYN,2013-03-13
4633,,78,BROOKLYN,2013-03-14
4634,,22,MANHATTAN,2013-03-14
4635,,11,QUEENS,2013-03-14
4636,,161,BRONX,2013-03-14
4637,,38,MANHATTAN,2013-03-15
4638,,32,BRONX,2013-03-15
4639,,15,QUEENS,2013-03-15
4640,,5,STATEN ISLAND,2013-03-15
4641,,31,BROOKLYN,2013-03-15
4642,,2,STATEN ISLAND,2013-03-16
4643,,14,QUEENS,2013-03-16
4644,,1,BRONX,2013-03-16
4645,,3,BROOKLYN,2013-03-17
4646,,7,MANHATTAN,2013-03-17
4647,,1,STATEN ISLAND,2013-03-17
4648,,1,QUEENS,2013-03-17
4649,,3,BRONX,2013-03-18
4650,,3,MANHATTAN,2013-03-18
4651,,7,QUEENS,2013-03-18
4652,,67,BROOKLYN,2013-03-18
4653,,2,STATEN ISLAND,2013-03-18
4654,,24,BRONX,2013-03-19
4655,,59,BROOKLYN,2013-03-19
4656,,67,MANHATTAN,2013-03-19
4657,,9,QUEENS,2013-03-19
4658,,1,STATEN ISLAND,2013-03-20
4659,,23,QUEENS,2013-03-20
4660,,4,BRONX,2013-03-20
4661,,21,MANHATTAN,2013-03-20
4662,,90,BROOKLYN,2013-03-20
4663,,11,QUEENS,2013-03-21
4664,,12,BRONX,2013-03-21
4665,,2,MANHATTAN,2013-03-21
4666,,1,STATEN ISLAND,2013-03-21
4667,,57,BROOKLYN,2013-03-21
4668,,43,BROOKLYN,2013-03-22
4669,,2,MANHATTAN,2013-03-22
4670,,2,STATEN ISLAND,2013-03-22
4671,,6,BRONX,2013-03-22
4672,,11,QUEENS,2013-03-22
4673,,1,STATEN ISLAND,2013-03-23
4674,,3,QUEENS,2013-03-23
4675,,3,MANHATTAN,2013-03-24
4676,,21,QUEENS,2013-03-24
4677,,12,BRONX,2013-03-25
4678,,1,MANHATTAN,2013-03-25
4679,,20,BROOKLYN,2013-03-25
4680,,3,STATEN ISLAND,2013-03-25
4681,,11,QUEENS,2013-03-25
4682,,8,MANHATTAN,2013-03-26
4683,,30,BRONX,2013-03-26
4684,,24,BROOKLYN,2013-03-26
4685,,8,QUEENS,2013-03-26
4686,,3,BROOKLYN,2013-03-27
4687,,2,MANHATTAN,2013-03-27
4688,,7,QUEENS,2013-03-27
4689,,5,BRONX,2013-03-27
4690,,10,BRONX,2013-03-28
4691,,2,STATEN ISLAND,2013-03-28
4692,,6,QUEENS,2013-03-28
4693,,3,MANHATTAN,2013-03-28
4694,,14,BROOKLYN,2013-03-28
4695,,16,QUEENS,2013-03-29
4696,,14,BROOKLYN,2013-03-29
4697,,6,MANHATTAN,2013-03-29
4698,,10,BRONX,2013-03-29
4699,,3,MANHATTAN,2013-03-30
4700,,1,QUEENS,2013-03-30
4701,,1,BROOKLYN,2013-03-30
4702,,2,BROOKLYN,2013-03-31
4703,,13,BRONX,2013-04-01
4704,,13,BROOKLYN,2013-04-01
4705,,22,QUEENS,2013-04-01
4706,,3,MANHATTAN,2013-04-01
4707,,2,STATEN ISLAND,2013-04-02
4708,,22,MANHATTAN,2013-04-02
4709,,19,BROOKLYN,2013-04-02
4710,,35,QUEENS,2013-04-02
4711,,20,BRONX,2013-04-02
4712,,1,MANHATTAN,2013-04-03
4713,,14,BRONX,2013-04-03
4714,,23,BROOKLYN,2013-04-03
4715,,7,QUEENS,2013-04-03
4716,,35,BROOKLYN,2013-04-04
4717,,20,QUEENS,2013-04-04
4718,,7,MANHATTAN,2013-04-04
4719,,2,BRONX,2013-04-04
4720,,8,QUEENS,2013-04-05
4721,,4,MANHATTAN,2013-04-05
4722,,1,BRONX,2013-04-05
4723,,26,BROOKLYN,2013-04-05
4724,,6,QUEENS,2013-04-06
4725,,1,STATEN ISLAND,2013-04-06
4726,,1,BRONX,2013-04-06
4727,,4,MANHATTAN,2013-04-06
4728,,2,BROOKLYN,2013-04-06
4729,,1,STATEN ISLAND,2013-04-07
4730,,3,BRONX,2013-04-07
4731,,19,QUEENS,2013-04-07
4732,,1,BROOKLYN,2013-04-07
4733,,2,MANHATTAN,2013-04-07
4734,,16,BROOKLYN,2013-04-08
4735,,12,MANHATTAN,2013-04-08
4736,,6,BRONX,2013-04-08
4737,,13,QUEENS,2013-04-08
4738,,8,QUEENS,2013-04-09
4739,,2,BRONX,2013-04-09
4740,,6,MANHATTAN,2013-04-09
4741,,39,BROOKLYN,2013-04-09
4742,,12,BROOKLYN,2013-04-10
4743,,6,MANHATTAN,2013-04-10
4744,,12,QUEENS,2013-04-10
4745,,14,BRONX,2013-04-10
4746,,3,STATEN ISLAND,2013-04-10
4747,,1,MANHATTAN,2013-04-11
4748,,5,BRONX,2013-04-11
4749,,15,BROOKLYN,2013-04-11
4750,,7,QUEENS,2013-04-11
4751,,1,STATEN ISLAND,2013-04-12
4752,,9,QUEENS,2013-04-12
4753,,3,MANHATTAN,2013-04-12
4754,,7,BROOKLYN,2013-04-12
4755,,2,BRONX,2013-04-12
4756,,3,BROOKLYN,2013-04-13
4757,,1,BRONX,2013-04-13
4758,,3,MANHATTAN,2013-04-13
4759,,4,MANHATTAN,2013-04-14
4760,,6,QUEENS,2013-04-14
4761,,1,BRONX,2013-04-14
4762,,5,BROOKLYN,2013-04-14
4763,,35,QUEENS,2013-04-15
4764,,2,STATEN ISLAND,2013-04-15
4765,,3,MANHATTAN,2013-04-15
4766,,2,BRONX,2013-04-15
4767,,15,BROOKLYN,2013-04-15
4768,,1,MANHATTAN,2013-04-16
4769,,16,QUEENS,2013-04-16
4770,,12,BROOKLYN,2013-04-16
4771,,3,STATEN ISLAND,2013-04-16
4772,,5,BRONX,2013-04-16
4773,,7,BRONX,2013-04-17
